match_id,time,avg_summoner_lvl_ally,avg_match_history_length_ally,avg_win_rate_ally,sum_champ_mastery_ally,avg_summoner_lvl_enemy,avg_match_history_length_enemy,avg_win_rate_enemy,sum_champ_mastery_enemy,win
NA1_5096738504,2024-08-29 18:21:26.000961,577.0,20.0,0.51,2163562,281.0,20.0,0.57,429526,0
NA1_5096706904,2024-08-29 18:21:54.174561,470.2,20.0,0.5,287340,325.2,20.0,0.48,1501525,1
NA1_5095622061,2024-08-29 18:23:13.088702,166.2,20.0,0.46,574550,391.2,20.0,0.5,1518396,0
NA1_5095168205,2024-08-29 18:23:41.418122,251.0,20.0,0.5,619081,214.8,20.0,0.54,145481,0
NA1_5093485113,2024-08-29 18:25:00.946861,278.6,20.0,0.52,408856,429.0,20.0,0.43,427422,1
NA1_5019870802,2024-08-29 18:25:29.103903,425.4,20.0,0.47,1173527,309.0,20.0,0.52,711601,0
NA1_5015828826,2024-08-29 18:25:57.068658,248.2,20.0,0.52,610631,388.8,20.0,0.52,835378,1
NA1_5011637423,2024-08-29 18:27:16.131238,384.8,20.0,0.54,1462278,315.4,20.0,0.5,1150247,0
NA1_5092840722,2024-08-29 18:27:43.946036,212.6,17.0,0.48,359519,246.4,20.0,0.48,375058,1
NA1_5092800314,2024-08-29 18:29:04.467997,283.8,20.0,0.58,232222,282.8,19.8,0.53,405214,1
NA1_5092767242,2024-08-29 18:29:32.466949,256.6,19.2,0.42,716816,271.2,20.0,0.51,347787,0
NA1_5094658757,2024-08-29 18:30:51.759897,375.8,20.0,0.5,1985597,222.0,20.0,0.46,2034952,1
NA1_5094628350,2024-08-29 18:31:19.915933,428.2,20.0,0.51,410154,252.4,20.0,0.52,1550755,0
NA1_5094602359,2024-08-29 18:31:47.979875,209.2,20.0,0.5,210110,256.0,17.4,0.56,1155824,0
NA1_5092961877,2024-08-29 18:33:07.905917,321.6,19.4,0.49,807208,154.2,14.8,0.42,166023,1
NA1_5092925603,2024-08-29 18:33:36.034126,390.6,19.4,0.48,703117,428.2,20.0,0.49,962167,0
NA1_5092894275,2024-08-29 18:34:55.335912,395.6,20.0,0.49,564116,619.4,19.4,0.5,499799,1
NA1_5028452849,2024-08-29 18:35:22.991605,122.0,20.0,0.43,266659,222.2,20.0,0.59,675087,0
NA1_5028429735,2024-08-29 18:35:51.065606,490.8,20.0,0.55,413941,434.6,20.0,0.51,660010,0
NA1_5027802105,2024-08-29 18:37:10.600898,325.8,20.0,0.55,574533,106.8,14.2,0.48,171390,1
NA1_5092019579,2024-08-29 18:37:38.230927,425.0,20.0,0.49,189513,209.4,20.0,0.47,954415,0
NA1_5092001769,2024-08-29 18:38:58.952155,476.6,20.0,0.35,604229,270.2,20.0,0.49,1425903,0
NA1_5086471882,2024-08-29 18:39:27.229173,409.6,20.0,0.49,955858,225.4,20.0,0.5,796431,0
NA1_5051530860,2024-08-29 18:39:55.156517,338.0,20.0,0.5,541430,336.0,20.0,0.5,357730,0
NA1_5051435351,2024-08-29 18:41:14.489562,303.2,20.0,0.45,532699,316.0,20.0,0.51,223750,1
NA1_5051302042,2024-08-29 18:41:41.884011,438.2,20.0,0.52,420133,145.4,20.0,0.45,229071,0
NA1_5086511452,2024-08-29 18:43:03.012173,436.4,20.0,0.48,465807,228.0,20.0,0.51,526996,1
NA1_5086499365,2024-08-29 18:43:31.215097,133.0,20.0,0.49,189187,458.8,20.0,0.48,231005,1
NA1_5086495172,2024-08-29 18:43:58.901527,319.6,20.0,0.51,640476,389.6,20.0,0.49,3350467,1
NA1_5097132808,2024-08-29 18:45:17.958195,362.6,20.0,0.51,1668476,204.6,20.0,0.5,331921,0
NA1_5096236381,2024-08-29 18:45:45.317599,276.2,20.0,0.49,1091383,260.0,20.0,0.55,236377,0
NA1_5096233022,2024-08-29 18:47:05.161284,323.8,20.0,0.53,481258,327.8,20.0,0.45,1055816,0
NA1_5095546090,2024-08-29 18:47:32.819587,398.2,20.0,0.51,2976282,218.4,20.0,0.61,96640,0
NA1_5095521907,2024-08-29 18:48:53.839186,269.6,20.0,0.58,838344,384.4,20.0,0.49,956779,1
NA1_5095341451,2024-08-29 18:49:21.851946,171.0,19.0,0.57,297707,207.8,16.8,0.47,175551,1
NA1_5095739233,2024-08-29 18:49:49.622980,253.0,20.0,0.51,1519874,279.4,20.0,0.48,767461,0
NA1_5094420700,2024-08-29 18:51:09.078904,326.6,20.0,0.5,905460,345.8,20.0,0.47,436521,1
NA1_5094299777,2024-08-29 18:51:36.613147,343.0,20.0,0.49,1465314,334.2,20.0,0.48,282738,1
NA1_5081602291,2024-08-29 18:52:57.055191,299.6,18.8,0.45,486555,303.6,15.0,0.56,1862254,0
NA1_5081589304,2024-08-29 18:53:25.288994,357.4,20.0,0.56,373519,200.2,18.8,0.41,303921,1
NA1_5074839457,2024-08-29 18:53:53.415905,465.2,20.0,0.45,225405,296.2,20.0,0.52,1692663,1
NA1_5035049372,2024-08-29 18:55:12.543501,353.8,20.0,0.49,2018082,423.0,20.0,0.49,419268,1
NA1_5034700615,2024-08-29 18:55:40.609954,336.0,20.0,0.47,1118816,374.0,20.0,0.45,314281,1
NA1_5034211070,2024-08-29 18:56:59.977952,412.8,20.0,0.5,3167565,200.8,20.0,0.49,1042903,0
NA1_5006640814,2024-08-29 18:57:27.626791,480.6,20.0,0.5,299456,354.6,20.0,0.45,752855,1
NA1_5005622258,2024-08-29 18:57:55.981301,379.8,18.2,0.49,979787,442.0,20.0,0.52,378787,0
NA1_5005609900,2024-08-29 18:59:15.803932,375.8,17.8,0.55,1093585,256.4,20.0,0.51,456245,0
NA1_5085686650,2024-08-29 18:59:43.408941,327.0,20.0,0.45,1404399,239.4,20.0,0.52,474830,0
NA1_5078095928,2024-08-29 19:01:03.458899,222.2,20.0,0.48,632039,484.2,20.0,0.52,1366857,1
NA1_5075810386,2024-08-29 19:01:31.398090,163.2,20.0,0.46,109315,283.6,20.0,0.5,2121889,0
NA1_5097691735,2024-08-29 19:02:51.702950,289.8,20.0,0.48,564723,137.2,20.0,0.52,946241,0
NA1_5097120203,2024-08-29 19:03:20.031135,182.8,20.0,0.54,753505,342.6,20.0,0.51,726909,1
NA1_5097070048,2024-08-29 19:03:47.933867,234.0,20.0,0.48,1046579,258.8,20.0,0.55,794644,0
NA1_5086766228,2024-08-29 19:05:07.190914,223.6,20.0,0.49,169436,243.2,19.2,0.57,1242714,0
NA1_5031250815,2024-08-29 19:05:34.765926,135.0,20.0,0.48,158695,305.6,16.2,0.56,233031,0
NA1_5014256810,2024-08-29 19:06:54.475438,394.4,20.0,0.5,387024,325.0,20.0,0.5,1407378,1
NA1_5097225722,2024-08-29 19:07:21.741976,264.0,20.0,0.49,853768,306.6,20.0,0.54,699439,0
NA1_5097014874,2024-08-29 19:07:49.047928,141.6,20.0,0.56,278820,320.6,17.4,0.65,794572,0
NA1_5094363594,2024-08-29 19:09:10.712170,417.4,20.0,0.45,1927633,382.8,17.2,0.53,199181,0
NA1_5021900315,2024-08-29 19:09:38.602194,603.8,20.0,0.5,4404012,224.2,20.0,0.52,534141,1
NA1_5021880490,2024-08-29 19:10:58.262541,315.0,20.0,0.45,813625,368.2,20.0,0.48,373806,0
NA1_5021177424,2024-08-29 19:11:26.456872,284.2,20.0,0.55,228257,378.0,20.0,0.42,318552,1
NA1_5095741212,2024-08-29 19:11:54.045201,500.8,20.0,0.52,1610777,625.0,20.0,0.47,353548,1
NA1_5095703224,2024-08-29 19:13:13.031449,206.4,20.0,0.49,453449,188.2,17.8,0.44,1251647,1
NA1_5095132521,2024-08-29 19:13:40.600973,345.0,19.8,0.42,506887,222.6,18.0,0.5,79942,0
NA1_5095846771,2024-08-29 19:15:01.516292,434.4,20.0,0.5,520260,306.8,20.0,0.59,552174,0
NA1_5095810398,2024-08-29 19:15:29.168013,454.4,20.0,0.49,1490250,508.8,20.0,0.48,386121,1
NA1_5095798346,2024-08-29 19:15:56.999865,251.8,20.0,0.51,3081851,534.6,20.0,0.47,847478,1
NA1_5094849107,2024-08-29 19:17:17.054140,188.8,20.0,0.58,271259,436.4,20.0,0.47,691977,1
NA1_5094819625,2024-08-29 19:17:44.633067,363.6,20.0,0.49,1736082,338.8,20.0,0.44,547327,1
NA1_5094730894,2024-08-29 19:19:05.706020,257.0,20.0,0.5,517862,471.6,20.0,0.53,999882,0
NA1_5096210393,2024-08-29 19:19:33.361931,258.2,20.0,0.49,1575884,463.0,20.0,0.51,314673,1
NA1_5096165473,2024-08-29 19:20:52.562068,289.0,20.0,0.47,1789078,453.0,20.0,0.52,1184952,1
NA1_5096138533,2024-08-29 19:21:20.151916,344.4,20.0,0.54,880840,275.4,20.0,0.48,484699,1
NA1_5092276494,2024-08-29 19:21:48.312865,516.4,20.0,0.49,2694030,286.0,20.0,0.47,1891789,0
NA1_5092245257,2024-08-29 19:23:08.499969,511.0,20.0,0.52,1295562,352.4,20.0,0.49,440710,0
NA1_5092227315,2024-08-29 19:23:35.975550,247.0,20.0,0.46,302039,402.6,20.0,0.55,2215564,0
NA1_5092385690,2024-08-29 19:24:56.945215,214.4,20.0,0.48,1508585,374.4,20.0,0.53,183626,0
NA1_5092367313,2024-08-29 19:25:24.592203,433.6,20.0,0.56,9549839,291.2,16.8,0.58,213565,1
NA1_5002698161,2024-08-29 19:25:53.105857,173.8,20.0,0.49,777024,275.8,20.0,0.5,1673530,1
NA1_5097723806,2024-08-29 19:27:11.341047,281.4,20.0,0.49,543726,354.4,20.0,0.54,1730535,0
NA1_5096653532,2024-08-29 19:27:38.967543,371.4,20.0,0.45,483199,316.4,20.0,0.49,538118,0
NA1_5096243147,2024-08-29 19:28:59.769246,466.0,20.0,0.55,902696,218.6,18.8,0.56,332348,1
NA1_5080307873,2024-08-29 19:29:27.600076,441.0,19.2,0.41,716463,193.8,20.0,0.51,933275,0
NA1_5080268746,2024-08-29 19:29:55.592691,485.8,20.0,0.51,1757526,474.2,20.0,0.48,1325381,0
NA1_5080210713,2024-08-29 19:31:15.459577,322.8,20.0,0.5,2832354,342.4,20.0,0.51,764663,1
NA1_5092015292,2024-08-29 19:31:43.292792,277.0,20.0,0.51,669240,424.8,20.0,0.51,832731,0
NA1_5090538723,2024-08-29 19:33:02.587059,433.6,20.0,0.5,871246,164.6,20.0,0.5,181062,1
NA1_5090076166,2024-08-29 19:33:30.446582,176.4,17.8,0.59,760022,374.0,20.0,0.5,485540,1
NA1_5087046248,2024-08-29 19:33:58.017656,320.8,20.0,0.48,2110830,375.4,20.0,0.53,1081567,0
NA1_5084358898,2024-08-29 19:35:18.595348,270.2,20.0,0.5,2296369,344.2,20.0,0.53,2194676,0
NA1_5038291435,2024-08-29 19:35:46.230137,247.8,20.0,0.47,1654116,299.2,20.0,0.52,533996,0
NA1_5097683989,2024-08-29 19:37:06.440080,338.0,20.0,0.48,2429019,391.6,18.6,0.54,413072,0
NA1_5097658669,2024-08-29 19:37:34.114876,610.0,20.0,0.49,6303485,313.4,20.0,0.56,479500,0
NA1_5097635629,2024-08-29 19:38:54.537929,278.0,20.0,0.5,152753,273.6,20.0,0.5,2439086,0
NA1_5097108250,2024-08-29 19:39:22.301620,365.6,20.0,0.36,791201,568.0,20.0,0.53,953156,0
NA1_5097067865,2024-08-29 19:39:50.277662,441.8,13.8,0.52,629424,311.8,20.0,0.51,1485272,0
NA1_5097031742,2024-08-29 19:41:09.617221,421.0,16.2,0.38,2150774,308.6,19.8,0.61,867400,1
NA1_5095421820,2024-08-29 19:41:37.521566,227.8,20.0,0.55,327098,381.2,20.0,0.51,1002119,0
NA1_5095405201,2024-08-29 19:42:57.150887,210.0,20.0,0.51,460110,423.2,20.0,0.51,4467959,1
NA1_5095075793,2024-08-29 19:43:25.272011,308.6,20.0,0.47,945450,403.8,20.0,0.48,3890377,1
NA1_5015479809,2024-08-29 19:43:52.910660,217.8,20.0,0.5,673614,273.4,20.0,0.51,206654,0
NA1_5015459707,2024-08-29 19:45:15.659894,304.0,20.0,0.59,316692,244.6,20.0,0.49,1414373,1
NA1_5014979294,2024-08-29 19:45:43.975970,213.0,20.0,0.49,324926,158.8,20.0,0.51,193671,1
NA1_5096442308,2024-08-29 19:47:00.638666,338.0,20.0,0.48,496127,306.2,18.0,0.56,1382151,0
NA1_5095813166,2024-08-29 19:47:31.132139,281.4,20.0,0.49,2794226,484.4,20.0,0.59,619652,0
NA1_5094850828,2024-08-29 19:47:59.883225,307.8,20.0,0.49,281225,446.2,20.0,0.52,421691,0
NA1_5057181835,2024-08-29 19:49:15.819905,439.4,20.0,0.46,2024064,521.2,20.0,0.47,3870869,1
NA1_5056284088,2024-08-29 19:49:43.748936,355.0,20.0,0.51,799291,376.4,20.0,0.46,335901,1
NA1_5056165570,2024-08-29 19:51:04.474613,598.4,20.0,0.45,320197,292.2,20.0,0.51,502623,0
NA1_5003285813,2024-08-29 19:51:31.888932,451.8,20.0,0.5,3178608,309.6,20.0,0.49,1838918,0
NA1_5002902841,2024-08-29 19:52:51.868861,366.8,20.0,0.45,901867,426.0,20.0,0.53,337446,0
NA1_5002588295,2024-08-29 19:53:19.561903,197.6,20.0,0.49,355801,510.0,16.4,0.49,120898,1
NA1_5096834630,2024-08-29 19:53:47.145590,442.8,20.0,0.5,1391642,345.4,20.0,0.5,2143342,0
NA1_5096812487,2024-08-29 19:55:07.781526,333.6,20.0,0.5,371163,282.2,18.8,0.53,194988,1
NA1_5096784344,2024-08-29 19:55:35.474850,205.0,20.0,0.56,362251,322.2,18.8,0.54,1125146,1
NA1_5082923493,2024-08-29 19:56:55.504948,143.2,20.0,0.45,206987,543.6,20.0,0.45,977845,1
NA1_5027522995,2024-08-29 19:57:22.985458,286.6,20.0,0.45,256961,337.2,20.0,0.46,984686,1
NA1_5027268313,2024-08-29 19:57:50.634895,488.6,20.0,0.54,2046233,404.2,20.0,0.5,676697,0
NA1_5044117877,2024-08-29 19:59:10.520937,499.0,20.0,0.49,1092593,193.2,20.0,0.5,717166,1
NA1_5022599546,2024-08-29 19:59:38.194501,318.6,20.0,0.5,809388,422.0,20.0,0.5,821046,1
NA1_5021852895,2024-08-29 20:00:58.968541,437.0,20.0,0.51,313526,316.4,20.0,0.45,983814,1
NA1_5098866465,2024-08-30 21:11:26.036614,383.4,20.0,0.47,849684,333.0,20.0,0.48,977281,1
NA1_5098668836,2024-08-30 21:12:00.149615,353.0,20.0,0.5,1618755,521.4,20.0,0.49,728854,1
NA1_5099097757,2024-08-30 21:13:16.088119,327.0,20.0,0.53,606746,394.6,20.0,0.53,466638,0
NA1_5099062484,2024-08-30 21:13:49.350858,523.0,20.0,0.5,549015,350.2,20.0,0.49,402929,1
NA1_5099030383,2024-08-30 21:15:11.934180,334.4,20.0,0.49,1703012,251.8,20.0,0.47,759845,1
NA1_5098961860,2024-08-30 21:15:44.074927,510.6,20.0,0.51,662063,431.2,20.0,0.52,742311,0
NA1_5098718225,2024-08-30 21:16:16.198882,531.0,20.0,0.49,2608581,490.4,20.0,0.52,277470,0
NA1_5097974097,2024-08-30 21:17:39.543983,613.8,20.0,0.52,1788298,375.0,20.0,0.49,1426129,1
NA1_5099156115,2024-08-30 21:18:12.603337,456.4,20.0,0.56,152169,447.8,20.0,0.48,1676338,0
NA1_5098697148,2024-08-30 21:19:35.121540,404.4,20.0,0.52,505298,472.6,20.0,0.5,668400,1
NA1_5098674295,2024-08-30 21:20:07.268656,221.2,20.0,0.5,740008,421.4,20.0,0.56,1098690,1
NA1_5098664792,2024-08-30 21:20:40.051437,168.8,20.0,0.55,350330,298.8,16.8,0.5,242322,0
NA1_5099138505,2024-08-30 21:22:04.982859,580.4,20.0,0.51,3103420,316.4,20.0,0.51,1115704,1
NA1_5099099799,2024-08-30 21:22:38.405703,247.2,20.0,0.49,242193,255.8,20.0,0.54,798680,0
NA1_5099052368,2024-08-30 21:24:00.548744,192.6,20.0,0.46,310894,406.0,20.0,0.48,457786,1
NA1_5014718963,2024-08-30 21:24:36.827156,168.8,20.0,0.52,516475,418.0,20.0,0.52,527392,1
NA1_5014713019,2024-08-30 21:25:09.323864,376.4,20.0,0.52,1254451,469.8,20.0,0.49,346954,1
NA1_5014702438,2024-08-30 21:26:26.109610,439.2,20.0,0.44,276651,597.8,20.0,0.5,1117117,0
NA1_5098452875,2024-08-30 21:26:57.522233,436.0,20.0,0.48,632157,291.0,20.0,0.5,1552378,0
NA1_5097771565,2024-08-30 21:28:22.138137,332.2,20.0,0.51,1741217,412.0,20.0,0.5,1351375,1
NA1_5099116700,2024-08-30 21:28:51.943849,350.6,20.0,0.52,2783942,285.0,20.0,0.48,855516,0
NA1_5098608371,2024-08-30 21:30:18.932770,315.8,20.0,0.48,318093,406.4,20.0,0.44,557823,1
NA1_5098111155,2024-08-30 21:30:48.497442,356.0,20.0,0.48,778582,403.0,20.0,0.51,685503,0
NA1_5098055765,2024-08-30 21:31:17.882949,295.4,20.0,0.5,1561758,277.6,17.2,0.53,485747,0
NA1_5097844147,2024-08-30 21:32:45.633056,226.6,20.0,0.48,325601,146.2,19.6,0.54,401010,0
NA1_5097814278,2024-08-30 21:33:14.943087,362.4,20.0,0.5,3184490,332.4,20.0,0.59,1598523,0
NA1_5097094493,2024-08-30 21:34:42.656861,254.8,20.0,0.51,662326,294.0,20.0,0.5,1001602,1
NA1_5097048631,2024-08-30 21:35:12.201688,313.8,20.0,0.49,703806,263.8,20.0,0.49,920017,0
NA1_5092601230,2024-08-30 21:35:41.710954,293.8,20.0,0.48,702032,489.6,20.0,0.5,1432650,1
NA1_5032411879,2024-08-30 21:37:09.333965,272.0,20.0,0.51,2428337,300.2,20.0,0.52,116593,1
NA1_5030474825,2024-08-30 21:37:39.068695,216.6,20.0,0.53,1348673,291.2,19.8,0.43,847107,1
NA1_5030451050,2024-08-30 21:39:06.365923,214.8,20.0,0.42,633353,302.2,20.0,0.53,1404727,0
NA1_5098205919,2024-08-30 21:39:35.823743,325.2,20.0,0.5,200598,328.2,20.0,0.61,2266205,0
NA1_5098184307,2024-08-30 21:40:05.329268,239.4,17.6,0.5,2115340,306.6,20.0,0.6,3738571,0
NA1_5098804478,2024-08-30 21:41:39.214407,306.6,20.0,0.49,344031,422.8,20.0,0.5,327517,1
NA1_5098781771,2024-08-30 21:42:08.511045,278.4,20.0,0.51,1527475,387.4,20.0,0.55,436654,1
NA1_5098362407,2024-08-30 21:43:30.854299,261.0,16.2,0.5,605973,217.2,20.0,0.54,417277,1
NA1_5097919808,2024-08-30 21:44:01.096649,429.6,20.0,0.47,747380,432.6,20.0,0.5,1995721,1
NA1_5097621549,2024-08-30 21:44:30.741890,327.0,20.0,0.48,2023667,228.6,20.0,0.52,431215,0
NA1_5098741676,2024-08-30 21:45:57.009023,237.8,17.2,0.4,409029,352.0,20.0,0.5,4421302,0
NA1_5098724077,2024-08-30 21:46:26.230777,495.6,18.2,0.5,2009746,373.6,20.0,0.5,2674731,1
NA1_5098025571,2024-08-30 21:47:53.152887,232.0,18.8,0.56,431727,346.8,20.0,0.46,4778576,1
NA1_5098225681,2024-08-30 21:48:22.710620,269.2,20.0,0.49,330760,342.4,20.0,0.48,636764,1
NA1_5098175729,2024-08-30 21:49:50.794650,242.4,20.0,0.54,386023,221.2,18.6,0.49,891340,0
NA1_5098139127,2024-08-30 21:50:20.294655,273.8,17.6,0.47,196923,319.8,20.0,0.49,684753,0
NA1_5098184462,2024-08-30 21:50:49.843370,453.6,20.0,0.5,1642683,167.4,20.0,0.57,128439,1
NA1_5098128142,2024-08-30 21:52:16.935057,309.4,20.0,0.52,2121499,272.4,20.0,0.51,372102,0
NA1_5097902151,2024-08-30 21:52:46.116684,492.8,20.0,0.47,1556795,247.0,20.0,0.48,916696,0
NA1_5098829182,2024-08-30 21:54:14.450590,289.2,20.0,0.47,87839,372.4,19.4,0.5,118128,0
NA1_5098796967,2024-08-30 21:54:43.917579,462.0,20.0,0.51,816039,214.6,19.8,0.56,1937655,0
NA1_5098704616,2024-08-30 21:55:13.721450,402.4,20.0,0.42,3430015,439.0,20.0,0.53,912683,0
NA1_5099027850,2024-08-30 21:56:41.649589,151.8,20.0,0.46,1229991,276.0,17.2,0.48,501006,0
NA1_5098981624,2024-08-30 21:57:12.114032,452.0,20.0,0.48,2201694,352.0,20.0,0.49,404763,0
NA1_5098963487,2024-08-30 21:58:37.596715,187.0,20.0,0.57,1290518,178.4,15.4,0.51,74552,1
NA1_5099183965,2024-08-30 21:59:07.761657,379.8,20.0,0.52,350013,384.2,20.0,0.48,1581392,1
NA1_5099099835,2024-08-30 21:59:38.417576,400.4,15.6,0.47,1103343,260.6,20.0,0.55,131896,1
NA1_5098978078,2024-08-30 22:01:05.404947,203.0,20.0,0.5,840563,191.8,13.8,0.46,200449,0
NA1_5098981620,2024-08-30 22:01:35.800560,342.2,20.0,0.46,271128,546.4,20.0,0.5,332409,1
NA1_5098946774,2024-08-30 22:03:01.857708,255.0,20.0,0.47,566005,761.8,20.0,0.46,2094311,0
NA1_5099185788,2024-08-30 22:03:31.994609,509.0,20.0,0.5,847765,380.8,20.0,0.48,1299900,0
NA1_5099127053,2024-08-30 22:04:58.789291,238.6,20.0,0.51,295597,510.0,20.0,0.5,1329485,1
NA1_5098931387,2024-08-30 22:05:35.790338,441.6,20.0,0.45,2340105,378.0,20.0,0.49,1922854,0
NA1_5098592974,2024-08-30 22:06:11.330449,304.4,20.0,0.54,374653,265.8,20.0,0.53,770283,0
NA1_5098584091,2024-08-30 22:07:25.100020,239.8,20.0,0.5,243355,268.4,19.0,0.43,158610,1
NA1_5098570951,2024-08-30 22:07:55.103417,343.4,20.0,0.49,1374163,440.8,20.0,0.52,1366411,0
NA1_5099048508,2024-08-30 22:09:21.782934,416.4,20.0,0.46,450395,230.6,20.0,0.51,501232,1
NA1_5099020185,2024-08-30 22:09:51.871086,452.0,20.0,0.51,1676977,243.6,20.0,0.52,243563,1
NA1_5098981631,2024-08-30 22:10:21.823146,225.4,20.0,0.61,279682,322.0,20.0,0.52,759521,1
NA1_5098177327,2024-08-30 22:11:48.910217,304.2,19.4,0.55,613140,392.2,18.4,0.54,554998,0
NA1_5098121096,2024-08-30 22:12:19.052670,475.6,20.0,0.61,945410,308.6,18.4,0.55,580615,1
NA1_5098080976,2024-08-30 22:13:45.691586,215.4,17.8,0.38,417856,278.0,18.4,0.53,636480,0
NA1_5098164589,2024-08-30 22:14:21.099381,203.4,19.8,0.45,1146044,315.4,20.0,0.52,484488,0
NA1_5098117817,2024-08-30 22:14:51.199546,209.6,19.8,0.53,274506,254.6,20.0,0.57,311554,1
NA1_5098078246,2024-08-30 22:16:12.262682,373.4,20.0,0.49,1714862,317.6,20.0,0.49,1194625,1
NA1_5099178792,2024-08-30 22:16:42.261034,546.8,20.0,0.51,2763180,409.6,20.0,0.5,796496,1
NA1_5099132664,2024-08-30 22:18:09.561145,457.8,20.0,0.46,796491,238.4,20.0,0.48,287354,0
NA1_5098417219,2024-08-30 22:18:39.389064,321.0,20.0,0.53,490827,291.2,20.0,0.52,535722,1
NA1_5065798442,2024-08-30 22:19:09.766283,283.4,20.0,0.51,749723,468.0,20.0,0.49,260217,0
NA1_5065790822,2024-08-30 22:20:36.140116,429.8,20.0,0.51,441726,314.6,20.0,0.52,1195634,1
NA1_5064126516,2024-08-30 22:21:06.482013,421.0,20.0,0.52,732091,444.2,20.0,0.5,1140211,0
NA1_5097905461,2024-08-30 22:22:33.216593,474.4,20.0,0.49,395880,499.4,20.0,0.4,1819904,1
NA1_5097863541,2024-08-30 22:23:03.376259,183.0,20.0,0.4,539968,284.0,20.0,0.39,380937,1
NA1_5097830224,2024-08-30 22:24:29.812601,288.6,20.0,0.41,130386,519.0,20.0,0.5,2127476,0
NA1_5098649382,2024-08-30 22:24:59.621797,611.2,20.0,0.46,611238,223.8,20.0,0.51,882669,0
NA1_5097803715,2024-08-30 22:25:29.264788,563.8,20.0,0.5,488016,179.2,20.0,0.51,196618,0
NA1_5097707082,2024-08-30 22:26:56.385649,291.2,20.0,0.49,284420,225.4,20.0,0.5,863671,1
NA1_5013188930,2024-08-30 22:27:26.329009,503.2,20.0,0.42,1659239,222.8,20.0,0.49,3780730,0
NA1_5012686659,2024-08-30 22:28:53.423353,161.2,19.8,0.45,876144,256.6,20.0,0.5,1260588,0
NA1_5012168034,2024-08-30 22:29:23.354975,189.6,19.8,0.5,797124,185.8,20.0,0.47,836333,0
NA1_5098616134,2024-08-30 23:04:25.271316,254.0,14.4,0.42,999088,346.2,17.8,0.55,96456,0
NA1_5098600178,2024-08-30 23:05:00.912315,182.6,20.0,0.45,1113539,479.8,20.0,0.47,750296,0
NA1_5098576734,2024-08-30 23:06:21.677315,566.4,20.0,0.49,1913625,333.0,20.0,0.46,828101,1
NA1_5098122414,2024-08-30 23:06:59.908458,112.4,19.4,0.44,150871,330.0,20.0,0.64,609879,0
NA1_5098101250,2024-08-30 23:08:15.320958,229.8,17.8,0.54,512242,376.8,17.8,0.54,909173,0
NA1_5081274597,2024-08-30 23:08:51.558458,517.0,20.0,0.46,1909048,342.4,20.0,0.5,935389,0
NA1_5061277644,2024-08-30 23:09:26.277289,328.6,20.0,0.51,642775,300.0,20.0,0.53,545074,0
NA1_5061231200,2024-08-30 23:10:44.642555,331.6,20.0,0.43,223943,191.0,20.0,0.52,230995,0
NA1_5022627292,2024-08-30 23:11:19.975755,175.4,20.0,0.54,397331,511.0,20.0,0.49,776433,1
NA1_5022584372,2024-08-30 23:12:39.520755,270.4,20.0,0.48,1156420,457.4,20.0,0.49,972968,1
NA1_5022570114,2024-08-30 23:13:18.515254,362.2,20.0,0.5,967463,373.6,20.0,0.49,517192,1
NA1_5070545561,2024-08-30 23:13:55.668704,170.4,20.0,0.52,958908,255.8,20.0,0.54,359644,1
NA1_5070512048,2024-08-30 23:15:10.686602,411.0,20.0,0.54,1516851,312.2,20.0,0.49,771063,1
NA1_5070478866,2024-08-30 23:15:47.885605,179.2,20.0,0.54,655519,460.2,20.0,0.57,770942,1
NA1_5096517262,2024-08-30 23:17:03.669104,275.2,20.0,0.51,1328750,400.2,20.0,0.55,1229186,0
NA1_5096459771,2024-08-30 23:17:45.206103,332.4,20.0,0.46,399008,373.6,17.0,0.58,200664,0
NA1_5096450406,2024-08-30 23:18:22.452602,159.8,20.0,0.46,170492,455.4,20.0,0.52,1107565,0
NA1_5096846758,2024-08-30 23:19:38.289102,462.2,20.0,0.47,500577,388.8,20.0,0.46,4352798,0
NA1_5096804483,2024-08-30 23:20:22.770602,312.4,20.0,0.48,664407,379.6,20.0,0.48,470747,1
NA1_5096799438,2024-08-30 23:21:29.636103,527.2,20.0,0.46,534395,452.4,20.0,0.47,3054426,1
NA1_5087062291,2024-08-30 23:22:08.182602,429.0,20.0,0.49,513260,141.4,20.0,0.46,102326,1
NA1_5087021060,2024-08-30 23:23:21.895105,617.2,20.0,0.49,652776,529.6,20.0,0.49,496780,1
NA1_5086970054,2024-08-30 23:24:00.323103,433.0,20.0,0.54,1522283,688.2,20.0,0.46,2010587,1
NA1_5085468108,2024-08-30 23:24:39.298636,407.6,20.0,0.5,2498058,398.0,20.0,0.51,642993,0
NA1_5085448042,2024-08-30 23:25:51.171227,320.2,20.0,0.52,439021,137.0,20.0,0.52,1805185,0
NA1_5079388545,2024-08-30 23:26:25.107343,355.0,20.0,0.5,192794,410.2,20.0,0.53,730099,1
NA1_5030081591,2024-08-30 23:27:45.876362,378.2,20.0,0.44,544030,443.8,20.0,0.54,548022,0
NA1_5025800343,2024-08-30 23:28:19.339796,211.6,20.0,0.51,760759,358.0,20.0,0.37,245748,1
NA1_5025790638,2024-08-30 23:28:53.978632,247.0,20.0,0.4,112865,548.8,20.0,0.43,2182255,0
